label	question	lang
ABBR:abb	Define the abbreviation LED	en
HUM:gr	What television network flogged its sports programming on Inga Nielsens body in 197	en
ABBR:abb	USB abbreviates what?	en
ENTY:animal	How do fish breathe?	en
ENTY:color	How does culture affect?	en
NUM:volsize	What is the volume of the largest blue whale ever recorded?	en
HUM:desc	What is a prosecutor?	en
NUM:period	What is the age of consent in most Western countries?	en
ABBR:exp	Write out USB in full	en
ENTY:letter	How many fonts are in English?	en
ENTY:instru	What is a Clarinet?	en
DESC:def	How does assimilation function?	en
DESC:desc	What conveys sacred atmosphere?	en
ENTY:symbol	What does the ° symbol represent?	en
ABBR:exp	ATP stands for what exactly?	en
ENTY:food	What are lentils?	en
NUM:perc	What percentage of the brain do humans typically use?	en
NUM:period	How many hours is sleep?	en
DESC:reason	Why does dinosaurs went extinct?	en
ENTY:animal	How big is a moose?	en
ENTY:symbol	What symbol denotes copyright?	en
ENTY:food	What is the most heavily caffeinated soft drink	en
DESC:manner	How do you make the color purple	en
NUM:speed	What is the speed of a freight train?	en
NUM:dist	What is the distance of the International Date Line?	en
NUM:period	How many hours is a typical workday?	en
NUM:perc	What percentage of employees are remote?	en
DESC:manner	How do psychologists analyze?	en
ABBR:exp	What does BGD represent?	en
ENTY:food	What are flavor extracts?	en
NUM:date	When was the Hoover Dam constructed	en
NUM:volsize	How big is the Chappellet vineyard	en
ENTY:religion	What is the Yazidi faith?	en
ENTY:currency	What currency is used in Malaysia?	en
ABBR:exp	Write out OLED in full	en
ENTY:letter	What is the shape of the letter E?	en
DESC:def	What is homonymy?	en
NUM:speed	do you know what is the top speed of a U-boat	en
ENTY:lang	Where is Danish spoken?	en
HUM:desc	Describe a typical teacher	en
NUM:other	What is the population of Venezuela	en
ENTY:letter	What is the shape of the letter H?	en
ENTY:animal	What was the first domesticated bird	en
LOC:mount	What country has Mount Fuji?	en
LOC:other	What famed wall supports the Badaling turret	en
NUM:date	When was the first stamp issued	en
ABBR:exp	CIA stands for what exactly?	en
DESC:desc	What is the Amazon River like?	en
NUM:dist	What is the Earth-Moon distance?	en
ENTY:body	What are the adrenals?	en
HUM:gr	What new middle school was built in Philadelphia, Pennsylvania last year	en
LOC:water	What is the highest waterfall?	en
HUM:gr	What is a working group?	en
NUM:speed	how fast is voyager going	en
ENTY:instru	How do you use a piano?	en
ENTY:dismed	What is the name of the rare neurological disease with symptoms such as involuntary movements, tics, swearing, and incoherent vocalizations, grunts, shouts, etc.	en
ENTY:food	How is quinoa prepared?	en
ENTY:body	How do veins return blood?	en
ENTY:symbol	What is the ° symbol used for?	en
ENTY:instru	What is a wrench?	en
NUM:volsize	What is the size of a soccer ball?	en
ENTY:dismed	What is ibuprofen used for?	en
LOC:mount	What continents second-highest peak is Mont Blanc	en
HUM:desc	What is a nurse?	en
NUM:period	What is the standard duration of a software license?	en
DESC:def	What is phonological rule?	en
NUM:count	Count the people	en
DESC:def	What is the definition of antibody?	en
NUM:perc	What percentage of the population has green eyes?	en
LOC:country	What is the name of the country which Hitler ruled	en
LOC:country	What country covers 8, 600, 387 square miles	en
DESC:def	What is Grimms Law?	en
ENTY:product	What is a phone?	en
ENTY:color	What is coral?	en
ENTY:color	How do tetradic schemes function?	en
ENTY:body	Whats the colored part of the eye called	en
NUM:period	How many hours are in a week?	en
DESC:def	What are vermicilli, rigati, zitoni, and tubetti	en
ENTY:body	What helps hold neurons in place, supply nutrients to neurons, destroy germs, remove dead neurons, and direct axons of neurons	en
DESC:def	How would you define photosynthesis?	en
DESC:def	What is the definition of osmosis?	en
ENTY:substance	What is silver used for?	en
ENTY:substance	What are the properties of flour?	en
DESC:def	What is genre?	en
ENTY:instru	What is the function of a seismograph?	en
NUM:money	How much did Varian Associates try to sell its vacuum products division to the BOC group for	en
LOC:city	What citys newspaper is called The Enquirer	en
ENTY:dismed	What is the most common kind of skin cancer in the U.S.	en
LOC:city	Where is Istanbul?	en
ENTY:lang	How many people speak Russian?	en
ENTY:religion	What do Islam followers believe?	en
ABBR:exp	What do the letters in RAM stand for?	en
ENTY:product	What products ads claim that it eliminates odors, kills household germs, mold, and mildew	en
ENTY:body	How do arteries carry blood?	en
ENTY:product	What is a mirror?	en
ENTY:cremat	Stuart Hamblen is considered to be the first singing cowboy of what	en
LOC:country	Name a country that is developing a magnetic levitation railway system	en
DESC:desc	What is Niagara Falls like?	en
NUM:money	How much does a college degree cost?	en
ENTY:animal	How do animals urinate?	en
ABBR:abb	What does UCLA mean?	en
ENTY:letter	What letter represents the British Pound?	en
ENTY:dismed	How is measles treated?	en
NUM:weight	How much does a standard brick weigh?	en
NUM:date	Hitler came to power in Germany in what year	en
ENTY:color	What is a common brown item?	en
NUM:volsize	What is the volume of a standard can of soda?	en
DESC:manner	How do engineers calculate?	en
DESC:desc	What are you hearing when you put a seashell to your ear	en
DESC:def	How does decategorization work?	en
ENTY:substance	Whats the second-lightest element	en
ENTY:body	How many chambers does the human heart have?	en
DESC:desc	How are emotions?	en
ENTY:symbol	What symbol denotes euro?	en
ENTY:dismed	What causes dengue?	en
ENTY:veh	What is the engine size of a Mini Cooper?	en
DESC:manner	What is the method for build a bookshelf?	en
LOC:state	What is the capital of Ohio?	en
HUM:gr	Who are the Challengers of the Unknown	en
NUM:dist	What is the width of the Bering Strait?	en
ENTY:veh	How many gears does a CVT transmission have?	en
ENTY:cremat	What was the top box office movie in April 1998	en
NUM:code	What is the hexadecimal code for null?	en
LOC:landmass	What is Victoria?	en
DESC:def	What is phonological reduction?	en
ENTY:plant	What plant is used to make soap?	en
NUM:temp	At what temperature does human DNA begin to denature?	en
NUM:dist	How far is New York from Cairo?	en
HUM:desc	Who was Monet	en
ENTY:lang	Which language is spoken in Croatia?	en
ABBR:exp	What does BIH represent?	en
ENTY:animal	How do fish breathe underwater?	en
ENTY:body	Where is the hand?	en
ENTY:other	What is the longest chemical name, consisting of 35 letters	en
ENTY:food	What are desserts?	en
ENTY:food	How are fermented products?	en
NUM:money	Mexican pesos are worth what in U.S. dollars	en
ENTY:symbol	What is a currency symbol?	en
ENTY:termeq	How do you say fresh in Spanish	en
HUM:title	What rank is Dean?	en
NUM:weight	How much does an Olympic gold medal actually weigh?	en
LOC:country	What country does Ileana Cotrubas come from	en
DESC:desc	What captures setback?	en
ENTY:body	What is the arm?	en
NUM:perc	What percentage of DNA is adenine?	en
NUM:ord	What is your place in the birth order of your family	en
ENTY:word	How many homophones does the word to have?	en
NUM:code	What is the binary code for form feed?	en
ENTY:food	How are proteins essential?	en
ABBR:abb	What is the abbreviation for Right-to-Left?	en
ENTY:body	What is the length of the human digestive tract?	en
ABBR:exp	What does PWA expand to?	en
ENTY:plant	What is a fern?	en
ENTY:termeq	Is sluggish the same as slow?	en
DESC:reason	Why can t women serve in the Navy on board submarines	en
ABBR:exp	Expand the acronym RNA	en
DESC:reason	What causes rolling thunder	en
ENTY:event	What was the Vietnam War?	en
ENTY:event	What was Woodstock?	en
HUM:desc	What does a endocrinologist do?	en
DESC:reason	What causes chills?	en
NUM:date	When did Charles Lindbergh die	en
NUM:perc	What percentage of the Earth is water?	en
NUM:period	What is the life span of the average monkey	en
ENTY:body	What is the vein?	en
ENTY:food	What is coffee made from?	en
ENTY:color	What is olive?	en
ENTY:food	What cooking oil has corn goodness	en
LOC:city	What city boasts Penns Landing, on the banks of the Delaware river	en
ENTY:product	How does a microwave heat?	en
ABBR:exp	What do the letters in DHCP stand for?	en
ENTY:letter	What is the origin of the letter X?	en
ENTY:termeq	What is a ball that hits the foul pole called	en
ENTY:animal	What kind of fish is a coney	en
NUM:money	How much money does the Sultan of Brunei have	en
LOC:landmass	How are mountains formed?	en
DESC:manner	How do spies infiltrate?	en
ENTY:animal	How do animals find food?	en
ENTY:body	Which organ of the digestive system is largely responsible for the breakdown of food in the small intestine, using enzymes	en
NUM:perc	What percentage of people are right-handed?	en
ENTY:product	Which smartphone has the best camera?	en
NUM:period	How long does a human sleep during an average night?	en
NUM:count	What is the population of Brazil?	en
ENTY:letter	What is the shape of the letter G?	en
ENTY:dismed	What is diabetes mellitus?	en
DESC:def	Whats a water funnel	en
NUM:count	What is the number of regions of Argentina?	en
ENTY:body	What is the function of the capillary?	en
ENTY:currency	How many rand are in a dollar?	en
ENTY:color	How does monochrome differ?	en
ABBR:exp	What does UZB expand to?	en
ENTY:veh	How does a excavator work?	en
LOC:landmass	What island was the target of the U.S.s Operation Urgent Fury	en
ENTY:animal	What is a shark?	en
HUM:desc	What does a director do?	en
ABBR:exp	Expand the acronym NSA	en
LOC:water	What is the Arctic Ocean?	en
ENTY:religion	What is Buddhism?	en
LOC:city	What country is Mumbai in?	en
DESC:desc	Whats the difference between J.D. and LL.M.	en
DESC:def	What is the definition of latency?	en
ENTY:food	Name Li l Abners favorite Indian drink	en
ENTY:letter	What is the calligraphy in grammar?	en
HUM:title	What is the role of a Mayor?	en
NUM:code	What does error code 400 mean?	en
NUM:speed	How fast does a penguin swim?	en
ENTY:animal	How do animals hop?	en
DESC:def	What is mad cow disease	en
DESC:def	What do we mean by paradox?	en
ENTY:color	How do retro colors feel?	en
LOC:landmass	How are grasslands formed?	en
NUM:period	How old was Sir Edmund Hillary when he climbed Mt. Everest	en
ENTY:substance	What are the four elements	en
NUM:speed	What is the speed of a typical ferry?	en
NUM:period	How long did the Charles Manson murder trial last	en
ENTY:letter	What letter is used for silicon on the periodic table?	en
NUM:other	What is the world population?	en
LOC:state	How are sectors?	en
NUM:code	How are area codes structured?	en
ABBR:exp	What does SYC expand to?	en
ENTY:religion	How many Pagans are there?	en
NUM:period	What is the standard duration of a therapy session?	en
NUM:perc	What percentage of the human body is carbon?	en
HUM:title	Who holds the title of Baroness?	en
NUM:perc	What percentage of the population is over 65?	en
HUM:gr	What did Jesse Jackson organize	en
ABBR:exp	Spell out the acronym VPN	en
DESC:desc	Tell me about the Mona Lisa	en
ENTY:event	Name the French historical period during the reign of Napoleon III	en
HUM:gr	What do we call employees?	en
ENTY:veh	What is a semi-truck?	en
LOC:state	What U.S. state has sagebrush as its state flower	en
ENTY:instru	What instrument measures conductivity?	en
NUM:money	How much is a bitcoin worth?	en
LOC:country	What is the capital of Italy?	en
ENTY:animal	What is the name given to a group of geese	en
ABBR:exp	What does SXM stand for?	en
LOC:city	What country is Rome in?	en
DESC:def	What does the double-O indicate in 007	en
LOC:landmass	How are gorges?	en
ENTY:sport	How is tennis played?	en
HUM:title	Who painted The Scream?	en
ENTY:food	What is juice made from?	en
NUM:dist	How far is it from New York to Los Angeles?	en
ABBR:exp	What does INRI stand for when used on Jesus cross	en
ENTY:other	What is the criterion for being legally blind	en
NUM:speed	How fast does sound travel in air?	en
DESC:desc	What are the environmental influences on plant genetics	en
ENTY:body	The part of the eye that allows us to focus on different things in known as what	en
ABBR:exp	What does JSON expand to?	en
NUM:volsize	How much air passes through your lungs in a day?	en
ENTY:religion	How many religious people are there?	en
ENTY:color	What is a common red item?	en
ENTY:product	What is a refrigerator?	en
ABBR:exp	When reading classified ads, what does EENTY other stand for	en
DESC:def	How does inclusive language work?	en
DESC:desc	How is art described aesthetically?	en
LOC:country	What defines a empire?	en
LOC:landmass	What is the Amazon?	en
ENTY:veh	What is a kayak used for?	en
NUM:date	When did Thatcher become prime minister	en
ENTY:letter	How are digraphs used?	en
NUM:perc	What percentage are children?	en
ENTY:body	What is the digestive system?	en
ENTY:letter	What is the oldest known alphabet?	en
ENTY:animal	What common livestock have the greatest variety of breeds	en
HUM:desc	What does a pediatrician do?	en
DESC:def	What is a micron	en
NUM:date	When did the Carolingian period begin	en
ENTY:product	What is a dishwasher?	en
ENTY:word	What is a interjection?	en
ENTY:religion	How do Hindus practice worship?	en
ENTY:color	How is mint formed?	en
NUM:weight	What is the weight of a human kidney?	en
ENTY:body	What does the throat do?	en
HUM:title	What is a Doctor?	en
NUM:ord	How is the number 21 expressed ordinally?	en
ENTY:techmeth	What is the best way to overcome a fear	en
ENTY:body	What is the parathyroid?	en
DESC:manner	In what way do welders arc?	en
ENTY:word	What is the definition of serendipity?	en
ENTY:symbol	How is the [ ] symbol used?	en
HUM:title	what is your job	en
DESC:reason	What causes bankruptcy?	en
ENTY:product	What soap was touted as being for people who like people	en
HUM:gr	What rock group raised a ruckus at the White House by singing American Woman	en
LOC:other	How are parks?	en
ENTY:substance	What are the chemicals used in glowsticks	en
ENTY:animal	How do invertebrates survive?	en
DESC:reason	Why do roosters sing at five o clock in the morning	en
ENTY:sport	What is marathon?	en
ENTY:color	What is polyphenol?	en
NUM:ord	In the list of your favorite foods, where is fried chicken	en
ENTY:product	What is the best selling computer model ever	en
NUM:count	How many engines does a Boeing 737 have	en
ENTY:lang	What language uses a Cyrillic alphabet?	en
NUM:speed	How fast is sound?	en
NUM:speed	What is a peregrine falcon speed?	en
DESC:reason	What causes deficits?	en
ENTY:color	How is salmon formed?	en
ENTY:food	What is the taste that beats the others cold	en
HUM:gr	What do we call believers?	en
ABBR:abb	What does ORM stand for?	en
HUM:ind	What did Isaac Newton do?	en
LOC:city	What is Prague?	en
ABBR:abb	In computing, VPN refers to what?	en
NUM:volsize	What is the volume of a standard swimming pool?	en
ENTY:substance	What harmful chemicals are in bug spray	en
LOC:water	What is the location of the Sea of Tranquility	en
HUM:gr	What was the name of the 187s Irish terrorist group in Pennsylvania mining areas	en
ENTY:food	What is beer made from?	en
ENTY:techmeth	What is the best way to remove wallpaper	en
ENTY:food	How are clams?	en
DESC:def	What is embodied cognition?	en
ENTY:product	What is a television?	en
NUM:temp	What is the hottest temperature ever recorded on Earth?	en
ENTY:cremat	What book did Aaron Hass write	en
ABBR:abb	What does GHz represent?	en
ENTY:animal	What makes foraging strategies complex?	en
DESC:desc	What is the effect of volcanoes on the climate	en
ENTY:veh	What kind of rocket launched the Surveyor spacecraft	en
LOC:country	What country is Mount Everest in	en
ENTY:product	Name a product that controls the ripening of apples	en
DESC:reason	What causes storms?	en
DESC:manner	In what way do pilgrims journey?	en
ENTY:veh	What is a hot air balloon used for?	en
ENTY:instru	What instrument measures amplitude?	en
ABBR:abb	What does OPEC mean?	en
ABBR:exp	What is USA?	en
HUM:title	What is a Private?	en
NUM:ord	Who came in seventh place?	en
ENTY:other	What is the fastest commercial automobile that can be bought in the US	en
DESC:desc	Describe a black hole	en
NUM:money	How much does a hotel room cost?	en
NUM:count	How much salt is in the oceans	en
ABBR:abb	What is the shorthand for Compact Disc?	en
ENTY:animal	What is a baby lion called	en
LOC:city	Tell me about Bangkok	en
NUM:volsize	What is the volume of a cubic meter?	en
ENTY:symbol	What is the = symbol used for?	en
ENTY:body	What does the heart do?	en
NUM:money	What are bottle caps with presidents pictures inside worth	en
NUM:code	What is the chassis number?	en
NUM:period	How long does it take for a tomato seed to germinate?	en
DESC:desc	What is a description used for?	en
ENTY:termeq	What is another word for happy?	en
DESC:manner	How can I find out my Moon sign	en
ENTY:veh	what machine was Catbus from the 1988 film My Neighbor Totoro	en
ENTY:sport	What kind of a sports team is the Wisconsin Badgers	en
ABBR:exp	Viz means what?	en
HUM:title	How does a Rector lead?	en
NUM:weight	How much does a poodle weigh	en
ENTY:religion	which religion has the most gods	en
LOC:city	What is Toronto?	en
ENTY:plant	What does a violet look like?	en
HUM:desc	What is a musician?	en
ENTY:currency	What is the currency of Denmark?	en
LOC:other	What is Mark McGwires e-mail address	en
ENTY:word	What does perspicacious mean?	en
LOC:city	What U.S. citys skyline boasts the Gateway Arch	en
DESC:def	How does onomatopoeia function?	en
DESC:reason	Why are peanut butter cookies topped with crisscrosses	en
ENTY:cremat	What magazine paid $5, 000 for an eight-millimeter film of John F. Kennedys assassination	en
DESC:desc	Can you describe Mount Everest?	en
LOC:state	What is the capital of Minnesota?	en
DESC:desc	Describe the Great Wall of China	en
HUM:gr	What do we call activists?	en
DESC:reason	What makes a tornado turn	en
HUM:desc	Describe a typical musician	en
ENTY:substance	What is wood?	en
ENTY:event	What is the World Cup?	en
NUM:count	How many people are there?	en
HUM:gr	What hockey team did Wayne Gretzky play for	en
ENTY:animal	How do animals adapt?	en
DESC:manner	In what manner do auditors verify?	en
ENTY:word	What were the five opening words on Ben Casey	en
NUM:count	How many people are there in the world	en
LOC:landmass	What countries are in South America?	en
ABBR:abb	What is meant by RAM?	en
ENTY:word	How many letters does the word methionylthreonylthreonylglutaminylarginylisoleucylphenylalaninylvalylprolylarginylprolylleucylglycylisoleucylserine have?	en
ENTY:food	What rum is so mixable it is a one-brand bar	en
ENTY:food	What are eggs?	en
LOC:other	Where have the most dinosaur remains been found	en
ENTY:body	What is the function of the nerve?	en
ENTY:cremat	What is the purpose of memorial service?	en
ENTY:other	What was the education system in the 1960s	en
ENTY:instru	What tool measures oxygen saturation?	en
NUM:ord	What is the sixth letter of the alphabet?	en
ENTY:symbol	What does the * symbol mean?	en
DESC:reason	Why do trees shed leaves?	en
NUM:count	What is the world population?	en
LOC:country	Where is Russia?	en
ABBR:abb	What does GPA represent?	en
DESC:desc	What captures deprivation?	en
ENTY:body	What are salivary glands?	en
NUM:code	What is the Unicode code for line feed?	en
ENTY:termeq	How do you say I love you in Spanish	en
ENTY:veh	What is a hand truck?	en
NUM:date	When was the Industrial Revolution?	en
ENTY:body	Where is the vertebra?	en
DESC:def	How do prefixes modify words?	en
ENTY:plant	How do plants reproduce?	en
NUM:ord	What is the twentieth letter of the alphabet?	en
ENTY:body	What is the largest organ of the human body	en
HUM:gr	What do we call representatives?	en
ENTY:letter	What is the shape of the letter F?	en
DESC:manner	How do leatherworkers tan?	en
ENTY:animal	What was the name of Barettas cockatoo	en
NUM:code	How are QR codes structured?	en
ENTY:religion	what was the religion of the ancient peoples who inhabited north-central Anatolia	en
NUM:volsize	What is the approximate volume of cloud water in the atmosphere?	en
NUM:dist	how high is the smallest mountain	en
NUM:volsize	what is the cubic measurement of the cybertruck	en
ENTY:body	Where is the kidney?	en
ENTY:substance	What is carbon dioxide?	en
ABBR:exp	What does HUN represent?	en
NUM:date	In what year did they build the Berlin Wall	en
ENTY:food	How are energy drinks?	en
DESC:def	How is thalassemia defined	en
ENTY:other	Name one of the Seven Wonders of the Ancient World	en
NUM:dist	How far is London from Dubai?	en
NUM:dist	How far is it from Miami to Havana?	en
NUM:volsize	What is the approximate volume of a human heart chamber?	en
ENTY:substance	What are the most common elements in the Earths crust	en
ENTY:animal	How big is a turtle?	en
ENTY:dismed	What causes measles?	en
NUM:ord	What is the fifth planet?	en
NUM:date	When was the first Barbie produced	en
DESC:reason	What is the reason we dream?	en
ABBR:abb	What does QoS manage?	en
NUM:weight	What is the weight of a human stomach?	en
NUM:ord	what is your place in line	en
ENTY:religion	What is a faith tradition?	en
ENTY:plant	What plant produces natural insecticides?	en
NUM:code	What is the binary code for carriage return?	en
LOC:city	Tell me about Vienna	en
ENTY:plant	What does a orange look like?	en
NUM:temp	What is the temperature of the suns surface	en
NUM:dist	What is the distance between North and South Pole?	en
NUM:volsize	How large is the Great Wall of China?	en
NUM:other	What is the number of languages?	en
ENTY:veh	What is a yacht?	en
ABBR:abb	What is the shorthand for Geographic Information System?	en
NUM:dist	What is the width of the Suez Canal?	en
ENTY:food	How are beans processed?	en
ENTY:religion	How many Taoists are there?	en
DESC:manner	In what manner do scientists experiment?	en
DESC:def	What is hebephrenia	en
LOC:city	What is the name of the city that Maurizio Pellegrin lives in	en
DESC:def	What is a dependent clause?	en
ENTY:animal	What was FDRs dogs name	en
LOC:state	What is Pennsylvania known for?	en
ABBR:exp	What does CMR stand for?	en
LOC:other	Where can I read about Abraham Lincoln	en
NUM:period	What is the duration of a human attention span at peak focus?	en
ENTY:body	What is the strongest muscle in the human body?	en
ENTY:plant	Where do elms grow?	en
ENTY:food	What is cheese?	en
ENTY:food	What delicacy is known indelicately as pickled roe	en
ENTY:plant	What plant is the largest flower?	en
LOC:state	What state did the Battle of Bighorn take place in	en
LOC:state	What is the capital of Maine?	en
ENTY:body	How do testes produce?	en
ENTY:color	What is color constancy?	en
DESC:desc	What do Caroll Baker, Tammy Grimes, Debbie Reynolds, and Judy Garland all have in common	en
ENTY:animal	What do lions eat?	en
ENTY:body	How do nails protect?	en
NUM:count	What is the number of provinces of Brazil?	en
LOC:water	What river runs through Rowe, Italy	en
HUM:ind	Tell me about Charles Darwin	en
HUM:desc	What is a chef?	en
DESC:manner	How do you catch a fish?	en
ENTY:word	What does suppressed mean?	en
ENTY:animal	What makes toxins effective?	en
HUM:gr	What is a Generation Z?	en
HUM:desc	What does a anthropologist do?	en
LOC:mount	What is the tallest mountain in Ireland?	en
ABBR:exp	What does BLR stand for?	en
HUM:ind	Who is the worst US President ever	en
NUM:period	How long does a typical job interview last?	en
DESC:def	How is an article used?	en
DESC:reason	Why was the zipper invented	en
ENTY:lang	Whats the official language of Algeria	en
DESC:desc	What is the origin of the word trigonometry	en
ENTY:instru	What instrument measures humidity?	en
DESC:manner	How do I find a web address for a company	en
NUM:period	How many centuries have dinosaurs been extinct?	en
DESC:manner	How do translators convert?	en
ENTY:animal	Whats the dumbest domesticated animal	en
LOC:landmass	Which continent is Kenya in?	en
ENTY:veh	what is the yellow thing in Yellow Submarine	en
LOC:country	Where is France?	en
HUM:title	What is an auditor?	en
HUM:gr	What major league baseball team compiled the best won-lost record between 1957 and 1983	en
ENTY:veh	How does a jet ski work?	en
LOC:city	What are the five most expensive cities in the world	en
ENTY:animal	How do scavengers feed?	en
NUM:speed	How fast does a bicycle go?	en
ENTY:termeq	What is another word for automobile starting with c?	en
LOC:other	Where is Microsofts corporate headquarters located	en
ENTY:event	When did the World Cup occur?	en
NUM:date	When did the neanderthal man live	en
ENTY:veh	What is a train?	en
NUM:perc	How much of global trade passes through the Panama Canal?	en
LOC:country	What countries earn the most from tourism	en
HUM:gr	What do we call atheists?	en
ABBR:abb	What is the acronym for the rating system for air conditioner efficiency	en
NUM:perc	What percentage of the population wears glasses?	en
ENTY:veh	What ill-fated craft was captained by Ernst Lehmann	en
DESC:reason	What causes mutations?	en
NUM:code	What is the HTML code for symbol @?	en
DESC:def	What do we mean by firewall?	en
ENTY:techmeth	In what ways did Ivan IV support Russian expansion	en
HUM:title	What is a curator?	en
NUM:money	How much do drugs to treat tuberculosis cost	en
NUM:money	How much does a plane ticket cost?	en
NUM:perc	What percentage of Earths biomass is bacteria?	en
ENTY:veh	What is a leased car?	en
ENTY:other	What shape-shifting menace did Rom come to Earth to fight	en
HUM:gr	Name Pittsburghs baseball team	en
LOC:mount	Where is Mount Everest located?	en
NUM:speed	What is the terminal velocity of a human falling without a parachute?	en
ENTY:currency	What is the currency of Sweden?	en
DESC:def	What does the name Anthony mean	en
DESC:manner	How do you do a bibliography page	en
ENTY:animal	What kind of animals are Dorsets, Lincolns, Oxfords and Southdowns	en
ENTY:substance	What are the properties of hydrogen?	en
NUM:weight	What is the weight of air	en
ENTY:currency	What is the symbol for franc?	en
ENTY:techmeth	What is Markov chain?	en
ENTY:instru	What is a Mandolin?	en
ABBR:exp	TLS is short for what exactly?	en
ENTY:event	What is the name of the largest water conservancy project in China	en
NUM:other	What is the most-followed person on Instagram?	en
ENTY:animal	What makes flying adaptive?	en
DESC:manner	Describe how to learn a language	en
NUM:ord	What is the twenty-second book in the series?	en
ENTY:body	How many joints does a human body have?	en
NUM:count	What is the number of plants?	en
LOC:country	What is the capital of South Korea?	en
NUM:other	What is the approximate population of Las Vegas, N.M	en
HUM:gr	What is the airline built for professional travelers	en
LOC:country	Which Latin American country is the largest	en
LOC:landmass	What is Sardinia?	en
NUM:dist	What is the distance to the Moon?	en
NUM:speed	What is a space shuttle speed?	en
HUM:ind	Who won the rugby world cup in	en
ENTY:food	What is blueberry?	en
ENTY:sport	What auto race was Wilbur Reed the first to win three times	en
LOC:mount	What is the height of Himalayas?	en
LOC:water	What connects to the Nile River?	en
DESC:manner	How do historians investigate?	en
DESC:def	What do we mean by mitochondria?	en
HUM:title	What is a Coordinator?	en
ENTY:food	What ice creams contain seaweed	en
NUM:ord	in what episode of the simpsons did that happen	en
NUM:dist	How far is Paris from New York?	en
DESC:desc	Where did the name root beer come from	en
LOC:city	What African capital is named for a U.S. president	en
DESC:reason	What is in baby powder and baby lotion that makes it smell the way it does	en
LOC:city	What country is Cairo in?	en
ENTY:substance	What kind of substance is dextropropoxyphen napsylate	en
ENTY:dismed	What is a fear of trees	en
ENTY:food	What is 55 times sweeter than cane sugar	en
ENTY:substance	What is hydrogen used for?	en
ENTY:color	What is royal blue?	en
NUM:period	How long is the typical duration of labor for childbirth?	en
NUM:date	What month of the year is there no television in Iceland	en
ENTY:termeq	Is dim the same as dark?	en
LOC:mount	What country has Himalayas?	en
ENTY:lang	What is Spanish known for?	en
NUM:count	What is the world population as of today	en
ENTY:techmeth	What is natural language processing?	en
ENTY:veh	What is the maximum weight limit for a vehicle on a standard bridge?	en
ENTY:veh	What is the fuel capacity of a cross-country motorcycle?	en
NUM:perc	What percentage of the forest is tropical?	en
ENTY:other	Name a golf course in Myrtle Beach	en
DESC:reason	Why do glaciers advance?	en
ENTY:cremat	What 1981 Candice Bergen-Jacqueline Bisset movie was a remake of 1943s Old Acquaintance	en
NUM:money	How much could you rent a Volkswagen bug for in 1966	en
LOC:other	Where is the Holland Tunnel	en
DESC:manner	How does a small businessman contact the Good Humor Ice Cream company to do business with them	en
HUM:title	Who holds the title of Chief Justice?	en
ENTY:word	What does sanguine mean?	en
ENTY:substance	What is zinc?	en
DESC:manner	In what manner do masseuses knead?	en
ENTY:animal	What makes migration necessary?	en
HUM:ind	How does a activist contribute?	en
ENTY:cremat	What Broadway musical was inspired by Cervantess Don Quixote	en
ENTY:letter	What is a diphthong?	en
DESC:def	What is a code in communication?	en
DESC:manner	Describe how to change a tire	en
ENTY:color	How is brown formed?	en
ENTY:body	Which set of body parts are found in the head	en
NUM:money	What is the price of gold?	en
ENTY:other	What does the six-footed Musca domestica become when it enters a house	en
ABBR:exp	USB is short for what exactly?	en
NUM:period	How many days does a hotel reservation typically span?	en
NUM:money	What debts did Qintex group leave	en
ENTY:animal	In Hemingways Old Man and the Sea, what kind of fish does the old man catch	en
LOC:country	What country imposed the Berlin Blockade in 1948	en
NUM:date	In what year did Joe DiMaggio compile his 56-game hitting streak	en
NUM:speed	How fast can a horse run at full gallop?	en
ENTY:body	What is the vagina?	en
ENTY:cremat	What Dickens novel has David carrying the message Barkis is willin to Peggy	en
DESC:desc	What do I need to do to take my dog with me to live in Dominica, West Indies for a year	en
ENTY:veh	What is a glider used for?	en
LOC:mount	How high is Kilimanjaro?	en
ENTY:food	Where does pasta come from?	en
ENTY:other	What can one see in Reims	en
ABBR:exp	SSH is short for what exactly?	en
ENTY:other	What does a woman want	en
ENTY:instru	What musical instrument did Sherlock Holmes play	en
ENTY:techmeth	How does fiber optic transmission work?	en
ABBR:abb	What does UX measure?	en
NUM:perc	What percentage is forest?	en
ABBR:abb	What does FTP stand for?	en
DESC:def	What does Elysium mean	en
HUM:gr	Name a French fascist party	en
NUM:volsize	How large is Antarctica?	en
ENTY:body	What does the heart chamber do?	en
ENTY:body	What are motor neurons?	en
ENTY:other	What is archaeology?	en
DESC:def	What is a serigraph	en
ENTY:cremat	Name four comic strips about pilots	en
ENTY:instru	What instrument measures capacitance?	en
LOC:landmass	Where is South America?	en
HUM:desc	Describe a typical physicist	en
ENTY:veh	What is the width of a standard parking space in feet?	en
ABBR:abb	What is the shorthand for Localization?	en
ENTY:word	What is the meaning of benevolent?	en
LOC:landmass	What countries are in North America?	en
ENTY:letter	What is the pronunciation of the letter J in English?	en
ENTY:veh	How does a cruise ship work?	en
LOC:city	In what city does Maurizio Pellegrin now live	en
HUM:gr	What is a students?	en
LOC:country	What continent is Poland in?	en
LOC:mount	How tall is Mount Blanc?	en
NUM:code	What is the Unicode code for form feed?	en
NUM:temp	What is the freezing point of ethanol?	en
