label	question	answer	lang
ENTY:instru	Tell me the name of the traditional Scottish instrument with a bag.	The bagpipes.	en
ENTY:plant	Tell me the name of the tree that produces the red fruit known as coffee.	The Coffee plant.	en
ENTY:plant	Tell me the name of the tree that produces the small, red fruit known as a coffee bean.	The Coffee plant.	en
ENTY:plant	Tell me the name of the tree with white bark common in Northern forests.	The Birch tree.	en
ENTY:plant	Tell me the name of the tree with white bark that is common in Northern forests.	The Birch tree.	en
ENTY:body	Tell me the name of the valve between the left atrium and ventricle.	The mitral valve.	en
ENTY:animal	Tell me the name of the venomous snake that is the longest in the world.	The King Cobra.	en
ENTY:body	Tell me the name of the vessel that carries oxygenated blood from the heart.	The aorta.	en
LOC:mount	Tell me the name of the volcanic mountain range in the Pacific Northwest.	The Cascades.	en
LOC:mount	Tell me the name of the volcano that destroyed the city of Pompeii in 79 AD.	Mount Vesuvius.	en
ENTY:body	Tell me the name of the windpipe that carries air to the lungs.	The trachea.	en
HUM:ind	Tell me the name of the woman who discovered the radioactive element radium.	Marie Curie.	en
HUM:ind	Tell me the name of the woman who was the first female Prime Minister of the UK.	Margaret Thatcher.	en
ENTY:instru	Tell me the name of the woodwind instrument that is held horizontally.	The flute.	en
ENTY:instru	Tell me the name of the woodwind instrument with a double reed.	The oboe.	en
ENTY:plant	Tell me the name of the world's largest species of tree found in California.	The Giant Sequoia.	en
ENTY:animal	Tell me the name of the world's smallest breed of dog.	The Chihuahua.	en
NUM:count	Tell me the number of colors found in a standard rainbow.	Seven.	en
NUM:count	Tell me the number of keys on a standard grand piano.	88.	en
NUM:count	Tell me the number of keys on a standard professional computer keyboard.	104.	en
NUM:count	Tell me the number of legs found on a standard adult spider species.	Eight.	en
NUM:count	Tell me the number of levels in a standard game of Sudoku.	Nine.	en
NUM:count	Tell me the number of miles in a standard marathon race.	26.2.	en
NUM:count	Tell me the number of permanent members on the UN Security Council.	Five.	en
NUM:count	Tell me the number of players on a professional baseball field team.	Nine.	en
NUM:count	Tell me the number of players on a professional basketball court.	Ten.	en
NUM:count	Tell me the number of teeth in a standard adult human mouth.	32.	en
NUM:count	Tell me the number of valves found in a human heart.	Four.	en
NUM:count	Tell me the number of valves found in a standard human heart.	Four.	en
HUM:title	Tell me the official title of the person who leads the World Bank.	President.	en
NUM:perc	Tell me the percentage of freshwater currently held in the glaciers.	68 percent.	en
NUM:perc	Tell me the percentage of freshwater that is currently held in glaciers.	68 percent.	en
NUM:perc	Tell me the percentage of GDP spent on defense in the US.	3.5 percent.	en
NUM:perc	Tell me the percentage of global electricity from renewable sources.	29 percent.	en
NUM:perc	Tell me the percentage of global electricity generated from renewable sources.	29 percent.	en
NUM:perc	Tell me the percentage of known plant species currently called endangered.	40 percent.	en
NUM:perc	Tell me the percentage of known plant species that are currently categorized as endangered.	40 percent.	en
NUM:perc	Tell me the percentage of national GDP spent on defense in the US.	3.5 percent.	en
NUM:perc	Tell me the percentage of the Amazon rainforest located in Brazil.	60 percent.	en
NUM:perc	Tell me the percentage of the Amazon rainforest that is located in Brazil.	60 percent.	en
NUM:perc	Tell me the percentage of the world's population in urban areas.	56 percent.	en
NUM:perc	Tell me the percentage of the world's population living in urban areas.	56 percent.	en
NUM:other	Tell me the pH level of a standard household ammonia solution.	Eleven.	en
NUM:other	Tell me the pH level of pure distilled water at room temp.	Seven.	en
NUM:ord	Tell me the position of the planet Neptune starting from the Sun.	Eighth.	en
NUM:money	Tell me the price of a first-class ticket on the Orient Express.	,000.	en
NUM:money	Tell me the price of a vintage Apple I computer in an auction.	00,000.	en
ENTY:color	Tell me the primary colors used in a rainbow.	Red, orange, yellow, green, blue, indigo, violet.	en
ENTY:color	Tell me the primary colors used in a standard rainbow.	Red, orange, yellow, green, blue, indigo, violet.	en
DESC:manner	Tell me the process of applying for a passport.	Fill out forms and bring your birth certificate.	en
DESC:manner	Tell me the process of obtaining a driver's license.	Pass a written test then a practical driving exam.	en
HUM:title	Tell me the professional title of an elected member of the Australian Senate.	Senator.	en
HUM:title	Tell me the professional title of an elected member of the Senate.	Senator.	en
DESC:reason	Tell me the reason why water expands when it freezes into ice.	Hydrogen bonds form a rigid, open hexagonal lattice.	en
DESC:reason	Tell me the reason why water expands when it freezes.	Molecular arrangement in a hexagonal lattice.	en
DESC:reason	Tell me the reasons why the Dead Sea is so salty compared to other bodies of water.	High evaporation and minerals with no outlet.	en
DESC:reason	Tell me the reasons why the Dead Sea is so salty, explaining the geological and climatic factors that lead to such a high concentration of minerals.	Water flows in but has no outlet, leaving minerals behind as the water evaporates.	en
HUM:title	Tell me the religious title of a high-ranking cleric in a cathedral.	Bishop.	en
HUM:title	Tell me the religious title of a high-ranking cleric who leads a cathedral.	Bishop.	en
NUM:code	Tell me the routing number for Chase Bank in New York City.	021000021.	en
ABBR:abb	Tell me the shorthand for User Experience design.	UX	en
ENTY:color	Tell me the specific shade of the sky at sunset.	Orange.	en
ENTY:color	Tell me the specific shade of the sky during a clear sunset.	Orange.	en
HUM:title	Tell me the specific title used for the head of certain academic and religious institutions.	Rector.	en
NUM:speed	Tell me the speed at which the Milky Way and Andromeda are meeting.	250,000 mph.	en
NUM:speed	Tell me the speed at which the Milky Way and Andromeda galaxies are approaching.	250,000 mph.	en
NUM:speed	Tell me the speed of a garden snail's movement in inches per minute.	0.5 inches.	en
NUM:speed	Tell me the speed of a garden snail's movement per minute.	0.5 inches.	en
NUM:speed	Tell me the speed of light in a vacuum exactly in meters per second.	299,792,458 m/s.	en
NUM:speed	Tell me the speed of light in a vacuum in meters per second.	299,792,458 m/s.	en
ABBR:abb	Tell me the standard abbreviation for the element Lead.	Pb	en
NUM:period	Tell me the standard duration of a standard parking meter in a city.	Two hours.	en
NUM:code	Tell me the standard VIN format for a modern Toyota vehicle.	17 characters.	en
NUM:code	Tell me the stock ticker symbol for the company NVIDIA.	NVDA.	en
NUM:temp	Tell me the temperature at which a computer CPU will throttle.	100 degrees Celsius.	en
NUM:temp	Tell me the temperature at which a modern computer CPU will throttle.	100 degrees.	en
ABBR:abb	Tell me the three-letter code for London Heathrow airport.	LHR	en
NUM:speed	Tell me the top speed of a MotoGP racing motorcycle on a track.	225 mph.	en
NUM:speed	Tell me the top speed of a MotoGP racing motorcycle on track.	225 mph.	en
NUM:money	Tell me the total amount of money paid for the Louisiana Purchase.	5 million.	en
NUM:count	Tell me the total count of elements on the modern periodic table today.	118.	en
NUM:count	Tell me the total count of island territories belonging to Japan.	6,852.	en
NUM:code	Tell me the Unicode code point for the standard smiley face emoji.	U+1F600.	en
NUM:other	Tell me the value of the Faraday constant in chemistry terms.	96,485 C/mol.	en
NUM:other	Tell me the value of the Faraday constant in chemistry units.	96,485 C/mol.	en
NUM:other	Tell me the value of the Hubble constant representing cosmic expansion rates.	70 km/s/Mpc.	en
NUM:other	Tell me the value of the Hubble constant representing cosmic expansion.	70 km/s/Mpc.	en
NUM:other	Tell me the value of the mathematical constant pi exactly.	3.14159.	en
NUM:other	Tell me the value of the mathematical constant pi to five places.	3.14159.	en
NUM:other	Tell me the value of the solar luminosity constant for the Sun.	3.828 x 10^26 W.	en
NUM:other	Tell me the value of the solar luminosity constant of the Sun.	3.8 x 10^26 W.	en
NUM:other	Tell me the value of the Stefan-Boltzmann constant for blackbody radiation emission.	5.67 x 10^-8 W/m^2K^4.	en
NUM:other	Tell me the value of the Stefan-Boltzmann constant for blackbody radiation.	5.67 x 10^-8.	en
NUM:volsize	Tell me the volume of a single grain of standard table salt.	0.06 cubic mm.	en
NUM:volsize	Tell me the volume of a single grain of standard white table salt.	0.06 cubic mm.	en
NUM:volsize	Tell me the volume of a single oxygen molecule in cubic meters.	10^-29 cubic meters.	en
NUM:volsize	Tell me the volume of a standard professional NBA basketball ball.	7.5 liters.	en
NUM:volsize	Tell me the volume of a standard professional NBA basketball.	7.5 liters.	en
NUM:volsize	Tell me the volume of the average adult human lung at full expansion.	Six liters.	en
NUM:volsize	Tell me the volume of the average adult human lung at max.	Six liters.	en
NUM:volsize	Tell me the volume of the Earth's inner core expressed in cubic kilometers.	7.4 billion cubic km.	en
NUM:volsize	Tell me the volume of the Earth's inner core in cubic kilometers.	7 billion cubic km.	en
NUM:volsize	Tell me the volume of the largest wine cask ever built in Germany.	220,000 liters.	en
NUM:volsize	Tell me the volume of the largest wine cask ever built in historical Germany.	221,000 liters.	en
NUM:weight	Tell me the weight of a single snowflake and explain how moisture content affects the final mass.	3 milligrams.	en
NUM:weight	Tell me the weight of a standard 55-gallon oil barrel when it is completely empty.	40 pounds.	en
NUM:weight	Tell me the weight of a standard professional golf ball in grams.	45.9 grams.	en
NUM:weight	Tell me the weight of a standard professional golf ball used in tournaments.	45.93 grams maximum.	en
NUM:weight	Tell me the weight of the Moon expressed as a fraction of the mass of Earth.	1.2 percent of Earth's mass.	en
NUM:weight	Tell me the weight of the Moon in terms of Earth's mass.	1.2 percent of Earth.	en
NUM:date	Tell me the year that the Sputnik 1 satellite was launched.	1957.	en
NUM:date	Tell me the year the Black Death pandemic first reached Europe.	1347.	en
NUM:date	Tell me the year the first successful airplane flight was made by the Wrights.	1903.	en
NUM:date	Tell me the year the Sputnik 1 satellite was launched.	1957.	en
NUM:date	Tell me the year the World Wide Web was first introduced to the general public.	1991.	en
NUM:date	Tell me the year the World Wide Web was introduced publicly.	1991.	en
NUM:date	Tell me the year the Wright brothers flew their plane.	1903.	en
NUM:code	Tell me the ZIP code for the Empire State Building in New York.	10118.	en
NUM:code	Tell me the ZIP code for the Empire State Building.	10118.	en
ENTY:animal	Tell me which bird is known for its incredible mimicry skills.	The Lyrebird.	en
ENTY:animal	Tell me which bird is the national symbol of the United States of America.	The Bald Eagle.	en
HUM:ind	Tell me who was the primary author of the US Declaration of Independence.	Thomas Jefferson.	en
DESC:reason	Tell me why the moon appears to change its shape over a month.	Changing relative positions of the sun and moon.	en
DESC:reason	Tell me why the sky appears blue during the day but red at sunset.	Light travels through more atmosphere at sunset, scattering shorter wavelengths.	en
HUM:gr	Templar order?	The Knights Templar.	en
ENTY:letter	Ten in Roman?	X.	en
NUM:ord	Tenth law?	Tenth amendment.	en
NUM:period	Term limit?	Four years.	en
NUM:period	Term of a US Senator?	Six years.	en
LOC:state	Texas borders?	Texas.	en
LOC:state	Texas country?	The United States.	en
ENTY:currency	Thai money?	Baht.	en
ENTY:currency	Thailand's currency?	The Baht.	en
ENTY:cremat	The 'Divine Comedy' is a monumental work of Italian literature; name the first part.	The Inferno.	en
DESC:desc	The 'Grand Canyon' is a massive geographical feature; provide an in-depth look at its rock layers.	Vibrant bands of limestone, sandstone, and shale.	en
DESC:desc	The 'Great Barrier Reef' is not only a massive geographical feature but also a site of immense value; describe it.	A massive coral reef teeming with ocean life.	en
DESC:def	The 'Great Depression' was a period of severe global economic downturn in the 1930s; define its characteristics.	A massive worldwide economic collapse.	en
DESC:def	The 'Great Depression' was a period of severe global economic downturn that lasted throughout the 1930s; could you provide a comprehensive definition of its characteristics and describe the 'deflationary spiral' that occurred?	A long and severe recession in an economy or market.	en
ENTY:symbol	The 'peace sign' was originally designed for the British nuclear disarmament movement; provide the name of the designer.	Gerald Holtom.	en
DESC:def	The 'Turing Test' is a famous concept in the history of artificial intelligence designed to evaluate a machine's ability to exhibit human-like behavior; could you provide a rigorous definition and explain its criteria?	A test for intelligence in a computer, requiring that a human being should be unable to distinguish the machine from another human being by using the replies to questions put to both.	en
DESC:def	The 'Turing Test' is a famous concept in the history of artificial intelligence; provide a rigorous definition.	A test of a machine's ability to mimic humans.	en
LOC:mount	The Alps are the most extensive range in Europe; provide the name of the highest peak.	Mont Blanc.	en
LOC:landmass	The Amazon Basin is the world's largest drainage area; provide the name of the continent it occupies.	South America.	en
LOC:landmass	The Amazon Basin is the world's largest drainage area; provide the name of the landmass it occupies.	South America.	en
ENTY:plant	The Amazon rainforest contains an incredible diversity of plant life; provide the name of the rubber tree.	The Hevea brasiliensis.	en
ENTY:plant	The Amazon rainforest contains an incredible diversity of plant life; provide the name of the tree that produces rubber.	The Rubber tree.	en
LOC:water	The Amazon River is the lifeblood of the South American rainforest; provide the name of its mouth.	The Amazon Delta.	en
ENTY:event	The American Civil War was a defining moment in US history involving many battles; provide the name of the first one.	The Battle of Fort Sumter.	en
ENTY:event	The American Civil War was a defining moment in US history; provide the name of the first major battle of that conflict.	The First Battle of Bull Run.	en
NUM:date	The American Revolution was a long conflict; provide the year of the Battle of Yorktown.	1781.	en
ENTY:symbol	The Ankh meaning?	Life.	en
LOC:mount	The Appalachian Mountains are one of the oldest systems; provide the name of the northern section.	The White Mountains.	en
ENTY:product	The aviation industry has seen monumental shifts in size; provide the name of the massive Airbus.	The A380.	en
ENTY:product	The aviation industry has seen monumental shifts; provide the name of the massive double-deck aircraft produced by Airbus.	The Airbus A380.	en
ENTY:animal	The blue whale is the largest animal ever known to have existed on the Earth; provide the name of another massive cetacean.	The Fin Whale.	en
NUM:weight	The blue whale is the largest animal ever known; provide the weight of a newborn calf.	2,700 kilograms.	en
DESC:desc	The career of a professional deep-sea diver involves a unique mix of technical skills; describe it.	Maintaining underwater infrastructure in high pressure.	en
DESC:desc	The career of a professional mountain guide involves a unique combination of endurance and technical skills; describe it.	Leading groups safely up and down dangerous mountains.	en
HUM:desc	The career of a professional mountain guide involves a unique mix of skills; describe it.	Leading groups safely up and down dangerous mountain peaks.	en
NUM:dist	The circumference of the Earth was first estimated by geometry; provide the equatorial value.	40,075 km.	en
NUM:dist	The circumference of the Earth was first estimated; provide equatorial value.	40,075 km.	en
LOC:city	The city of New York is a global financial center; provide the name of its most populous borough.	Brooklyn.	en
HUM:ind	The civil rights movement involved many brave leaders; provide the name of the one who was a prominent Muslim.	Malcolm X.	en
HUM:gr	The civil rights movement was supported by many organizations; provide the name for the largest African American one.	The NAACP.	en
NUM:temp	The concept of absolute zero represents the lower limit; provide the Celsius value.	-273.15 degrees.	en
NUM:temp	The concept of absolute zero; provide the Celsius value.	-273.15 degrees Celsius.	en
NUM:period	The concept of the half-life is fundamental in physics; provide the period for Carbon-14.	5,730 years.	en
NUM:period	The concept of the half-life is fundamental in physics; provide the specific period for Carbon-14.	5,730 years approximately.	en
NUM:date	The construction of the Great Wall of China spanned centuries; provide the year of the Ming start.	1368.	en
DESC:manner	The construction of the Panama Canal was a great engineering feat; describe the lock system process.	Using water levels to lift ships over the mountains.	en
NUM:other	The cosmological constant Lambda is a key term in Einstein's field equations; provide the current value.	1.10 x 10^-52 m^-2.	en
NUM:other	The cosmological constant Lambda is a key term in Einstein's field equations; provide the value.	10^-52 m^-2.	en
NUM:money	The cost of living in global cities like Tokyo is complex; provide the average rent.	,500.	en
DESC:manner	The development of a human being from a single cell is a process that occurs over nine months; describe it.	Embryonic growth and organ development in the womb.	en
NUM:period	The development of a human being from zygote to birth occurs over many stages; provide the fetal period.	38 to 40 weeks.	en
NUM:period	The development of a human being occurs over many stages; provide the embryonic period.	Eight weeks.	en
NUM:money	The development of high-speed rail systems involves massive public spending; provide the CA HSR cost.	00 billion.	en
NUM:money	The development of military hardware like the F-35 involves massive spending; provide the total.	.7 trillion.	en
ENTY:instru	The development of the modern concert flute was a revolution; provide the name of the system of keys.	The Boehm system.	en
ENTY:cremat	The development of the modern graphic novel was influenced by a 1986 work by Alan Moore; name it.	Watchmen.	en
ENTY:techmeth	The development of the modern turbofan engine revolutionized aviation; provide the name of the starting cycle.	The Brayton cycle.	en
ENTY:techmeth	The development of the turbofan engine was key; name the cycle.	The Brayton cycle.	en
DESC:manner	The discovery and excavation of the tomb of Tutankhamun was a sensation; describe Howard Carter's process.	Clearing tunnels until the final burial door was met.	en
DESC:manner	The discovery and excavation of the tomb of Tutankhamun was a sensation; describe the archaeological process.	Clearing debris until the final burial seal was reached.	en
NUM:date	The discovery of the tomb of Tutankhamun was a sensation; provide the year it was found.	1922.	en
NUM:dist	The distance between planets in our solar system varies; provide the distance to Mars.	225 million km.	en
NUM:dist	The distance between planets varies; provide the distance to Mars.	225 million km.	en
NUM:period	The duration of a solar day on the planet Venus is significantly longer than its year; could you provide the length in Earth days?	243 Earth days.	en
ENTY:substance	The Earth's inner core is believed to be a solid sphere; provide the name of the two primary metals that form this mass.	Iron and nickel.	en
ENTY:substance	The Earth's inner core is solid; provide the name of the two metals.	Iron and nickel.	en
NUM:perc	The efficiency of a solar power plant is determined by conversion; provide silicon.	20 percent.	en
NUM:perc	The efficiency of a solar power plant is determined by conversion; provide the average percentage for silicon.	20 percent.	en
ENTY:body	The endocrine system consists of various glands that secrete hormones directly into the blood; provide the name of the adrenal glands.	The adrenal glands.	en
ENTY:word	The English language has many loanwords from other cultures; provide the original Nahuatl word for 'avocado'.	Āhuacatl.	en
ENTY:word	The English language has many loanwords; provide the origin for 'avocado'.	Nahuatl.	en
ENTY:currency	The Euro was one of the most ambitious economic projects in history; provide the name of the currency used in Germany before its adoption.	The Deutsche Mark.	en
ENTY:currency	The Euro was one of the most ambitious economic projects in history; provide the name of the French unit it replaced.	The French Franc.	en
LOC:country	The European Union is comprised of many different nations; provide the name of the one in the center.	Germany.	en
ENTY:letter	The evolution of the Latin alphabet is a complex journey; provide the name of the letter G origin.	The letter G.	en
ENTY:letter	The evolution of the Latin alphabet is a complex journey; provide the name of the letter that was created by the Romans.	The letter G.	en
ENTY:product	The evolution of the wristwatch is best exemplified by mechanical pieces; provide the name of the Swiss brand known for the 'Nautilus'.	Patek Philippe.	en
ENTY:product	The evolution of the wristwatch is best seen in mechanical pieces; provide the name of the Swiss brand.	Patek Philippe.	en
DESC:reason	The fall of the Western Roman Empire was a complex combination of internal and external factors; provide a comprehensive look.	Military overspending, corruption, and the Visigoth raids.	en
DESC:reason	The fall of the Western Roman Empire was not the result of a single event but rather a complex combination of internal and external factors; provide a comprehensive look at the reasons including economic instability.	A mix of political corruption, economic inflation, and constant pressure from migrating Germanic tribes.	en
LOC:state	The federal structure of Australia consists of six states; provide the name of the island state.	Tasmania.	en
ENTY:word	The field of 'epistemology' is a branch of philosophy; name its focus.	Knowledge.	en
ENTY:word	The field of 'epistemology' is a fundamental branch of philosophy; provide the Greek root for 'knowledge'.	Episteme.	en
ABBR:exp	The field of telecommunications relies heavily on complex abbreviations such as 'LTE'; could you please provide the full expansion for 'Long Term Evolution' and explain its importance in mobile networks?	Long Term Evolution	en
ABBR:exp	The field of telecommunications relies heavily on complex abbreviations such as 'LTE'; could you please provide the full expansion for Long Term Evolution?	Long Term Evolution	en
ENTY:sport	The game of cricket is one of the most popular sports in the world; provide the name of the shortest international format.	Twenty20.	en
ENTY:sport	The game of cricket is one of the most popular; name the shortest format.	Twenty20.	en
NUM:period	The gestation period of an African elephant is the longest of any land mammal; could you please provide the specific time in months?	22 months.	en
ENTY:plant	The Giant Kelp forests are among the most productive ecosystems in the ocean; provide the name of the kelp plant.	Giant Kelp.	en
ENTY:plant	The Giant Kelp forests are among the most productive ecosystems in the ocean; provide the name of the organism that builds them.	Giant Kelp.	en
ENTY:currency	The global financial system relies on a few key reserve currencies that provide stability; provide the name of the one from the EU.	The Euro.	en
ENTY:currency	The global financial system relies on a few key reserve currencies; provide the name of the one from the EU.	The Euro.	en
NUM:money	The global movie industry has seen budgets reach unprecedented heights recently; provide the cost.	00 million.	en
NUM:money	The global movie industry has seen budgets reach unprecedented heights; provide the cost of 'Titanic'.	00 million.	en
LOC:other	The Great Barrier Reef is a major geographical feature; provide its exact location along the coast.	Off the northeastern coast of Queensland, Australia.	en
LOC:other	The Great Barrier Reef is a major geographical feature; provide its exact location.	Off the coast of Queensland.	en
ENTY:animal	The great migration across the Serengeti involves over a million animals of one specific type moving in a constant cycle; name the animal.	The Wildebeest.	en
LOC:landmass	The Great Rift Valley is a massive trench; provide the name of the continent where it is located.	Africa.	en
NUM:count	The Great Wall of China is a massive structure; provide the number of watchtowers.	25,000.	en
NUM:code	The GS1 system of barcodes is used globally; provide the digit count for GTIN-13.	13.	en
ENTY:letter	The Hebrew alphabet consists of twenty-two letters with numerical values; provide the name of the first letter.	Aleph.	en
ENTY:letter	The Hebrew alphabet consists of twenty-two letters with values; provide the name of the first.	Aleph.	en
ENTY:color	The heraldic tradition used specific colors; provide the name for the color gold in heraldry.	Or.	en
LOC:mount	The Himalayas are home to the world's highest peaks; provide the name of the one in Nepal.	Mount Everest.	en
LOC:city	The historical city of Rome was a center of civilization; provide the name of the river that flows through it.	The Tiber.	en
ENTY:veh	The history of aviation is marked by specific planes; provide the Lindbergh name.	The Spirit of St. Louis.	en
ENTY:veh	The history of aviation is marked by specific record-breaking planes; provide the name of the one flown by Charles Lindbergh.	The Spirit of St. Louis.	en
ENTY:food	The history of chocolate begins with ancient civilizations; provide the name of the bitter drink they produced.	Xocoatl.	en
NUM:period	The history of civilization is divided into periods; provide the length of the Bronze Age.	2,000 years.	en
NUM:period	The history of human civilization is divided into massive eras; provide the estimated length of the Bronze Age.	2,000 years roughly.	en
ENTY:other	The history of human communication was fundamentally altered by the invention of a device in the 15th century by Gutenberg; provide its name.	The printing press.	en
ENTY:other	The history of human communication was fundamentally altered by the invention of a device in the 15th century; provide its name.	The printing press.	en
HUM:ind	The history of modern science was changed by the work of one man in the 17th century; provide his name.	Isaac Newton.	en
HUM:gr	The history of the Middle East has been shaped by many ethnic groups; name one.	The Persians.	en
HUM:gr	The history of the Middle East has been shaped by many ethnic groups; provide the name of the one in Iran.	The Persians.	en
ENTY:currency	The history of the US Dollar is a long journey from the revolution; provide the name of the first national currency.	The Continental Currency.	en
ENTY:currency	The history of the US Dollar is a long journey; could you provide the name of the currency it replaced after the revolution?	The Continental Currency.	en
NUM:volsize	The human body is composed of many fluids; provide the total volume of blood in adults.	Five liters.	en
NUM:volsize	The human body is composed of many fluids; provide the volume of blood in an adult.	Five liters.	en
NUM:count	The human body is made up of trillions of individual cells; provide the estimated count.	37 trillion.	en
ENTY:body	The human brain is a complex organ divided into several lobes with distinct functions; provide the name of the frontal lobe.	The frontal lobe.	en
NUM:weight	The human brain is one of the most complex organs in the body; provide the average weight in grams.	1,300 to 1,400 grams.	en
HUM:gr	The indigenous peoples of the Americas are diverse; name the ones in the Andes.	The Incas.	en
HUM:gr	The indigenous peoples of the Americas are diverse; provide the name of the ones who lived in the Andes.	The Incas.	en
ENTY:event	The Industrial Revolution altered how goods were produced and brought social challenges; provide the name of the 1851 exhibition.	The Great Exhibition.	en
ENTY:event	The Industrial Revolution altered society; provide the name of the 1851 event in London that showcased new technology.	The Great Exhibition.	en
ENTY:animal	The intelligence of cephalopods is best represented by an eight-armed creature capable of solving puzzles and opening jars; name it.	The Common Octopus.	en
NUM:date	The International Space Station has been inhabited since a specific year; provide that year.	2000.	en
LOC:other	The International Space Station orbits the Earth at a specific altitude; provide the location in space.	400 kilometers up.	en
NUM:count	The International Space Station travels at a high speed; provide the number of orbits daily.	16.	en
ENTY:other	The international system of measurements relies on a set of seven base units for all physical quantities; provide the mass unit.	The kilogram.	en
ENTY:other	The international system of measurements relies on a set of seven base units for all physical quantities; provide the name for the unit of mass.	The kilogram.	en
NUM:dist	The Large Hadron Collider is a massive ring; provide the total circumference of the tunnel.	27 kilometers.	en
NUM:dist	The Large Hadron Collider is a ring; provide the total circumference.	27 kilometers.	en
NUM:period	The life cycle of a red dwarf star is incredibly long compared to our Sun; could you please provide the estimated lifespan in billions of years?	Trillions of years.	en
HUM:ind	The life of Cleopatra VII has been the subject of many legends; provide the name of the Roman she allied with.	Julius Caesar.	en
LOC:other	The location of the ancient library of Alexandria was a center of learning; provide the city.	Alexandria, Egypt.	en
LOC:other	The location of the ancient library of Alexandria was a center of learning; provide the country.	The city of Alexandria in Egypt.	en
LOC:other	The location of the Earth's core is thousands of kilometers below the surface; provide the depth.	2,900 kilometers.	en
LOC:other	The location of the equator is the zero degree line of latitude; provide the names of three countries.	Ecuador, Brazil, and Kenya.	en
NUM:dist	The Mariana Trench is home to Challenger Deep; provide the depth in feet.	36,070 feet.	en
NUM:dist	The Mariana Trench is home to the Challenger Deep; provide the depth in feet.	36,070 feet.	en
LOC:other	The Mariana Trench is the deepest part of the oceans; provide its exact location.	The Western Pacific.	en
LOC:other	The Mariana Trench is the deepest part of the world's oceans; provide its exact location in the Pacific.	East of the Mariana Islands near Guam.	en
NUM:money	The market for rare collectibles often reaches staggering prices at auctions; provide the 1933 Eagle price.	8 million.	en
NUM:other	The mass of a single proton is a fundamental constant in atomic and nuclear physics; provide the value.	1.672 x 10^-27 kg.	en
NUM:other	The mass of a single proton is a fundamental constant in atomic physics; provide the value.	1.67 x 10^-27 kg.	en
NUM:weight	The mass of the Sun is a fundamental constant in astronomy; provide the value in kilograms for scale.	1.989 x 10^30 kg.	en
LOC:water	The Mediterranean Sea is surrounded by three continents; provide the name of the sea to its east.	The Levant Sea.	en
HUM:title	The military hierarchy uses a complex system of titles to define the chain of command; provide the top rank in the Navy.	Admiral.	en
ENTY:word	The modal verbs 'shall' and 'will' carry specific meanings in formal grammar; provide the one for first-person future.	Shall.	en
ENTY:word	The modal verbs 'shall' and 'will' carry specific meanings; name the rule.	The grammar rule.	en
LOC:country	The nation of South Africa has three different capital cities; provide the name of the country.	South Africa.	en
LOC:water	The Nile River has two major tributaries; provide the name of the one that starts in Ethiopia.	The Blue Nile.	en
ENTY:cremat	The opera 'The Magic Flute' is one of the most performed works; name another by Mozart.	The Marriage of Figaro.	en
NUM:ord	The order of succession to the presidency of the US is a strict sequence; provide the first.	The Vice President.	en
NUM:ord	The order of succession to the US presidency is a strict sequence; provide the first.	The Vice President.	en
LOC:other	The Panama Canal is a vital artificial waterway; provide its location across the isthmus.	Panama.	en
LOC:other	The Panama Canal is a vital artificial waterway; provide its location connecting the two major oceans.	Across the Isthmus of Panama in Central America.	en
ENTY:event	The partition of India in 1947 was a monumental event resulting in migration; provide the name of the British plan that authorized it.	The Mountbatten Plan.	en
ENTY:event	The partition of India in 1947 was a monumental event; provide the name of the British plan that authorized it.	The Mountbatten Plan.	en
NUM:ord	The periodic table organizes elements into a sequence; provide the name of the first.	Hydrogen.	en
NUM:ord	The periodic table organizes elements into a specific ordinal sequence; provide the name of the first.	Hydrogen.	en
DESC:reason	The phenomenon of global warming is primarily driven by the accumulation of greenhouse gases in the atmosphere; could you provide a detailed technical analysis of why these specific molecules trap radiation?	Gases like CO2 absorb and re-emit infrared radiation, preventing heat from escaping into space.	en
DESC:reason	The phenomenon of global warming is primarily driven by the accumulation of greenhouse gases in the atmosphere; provide analysis.	Molecules like CO2 trap heat and prevent its escape.	en
ENTY:color	The physics of light explains how we perceive wavelengths; name the color of the longest wave.	Red.	en
ENTY:instru	The pipe organ is a complex mechanical instrument; provide the name of the part that holds the pipes.	The windchest.	en
NUM:other	The Planck length is the scale where classical ideas about space-time cease to be valid; provide value.	1.616 x 10^-35 m.	en
NUM:other	The Planck length is the scale where classical ideas about space-time fail; provide its value.	1.6 x 10^-35 m.	en
NUM:count	The population of the world has reached a massive milestone; provide the current count.	8 billion.	en
HUM:title	The position of head of government in many democratic nations carries a specific title; provide the one used in the UK.	Prime Minister.	en
ENTY:techmeth	The process of desalination by reverse osmosis is critical; provide the name of the type of membrane used.	Semi-permeable membrane.	en
ENTY:techmeth	The process of desalination is critical; name the type of membrane.	Semi-permeable.	en
NUM:period	The process of subduction in plate tectonics moves at a very slow rate; how long does it take for a plate to move one mile?	About 1.5 million years.	en
NUM:date	The Protestant Reformation was a complex movement; provide the year Luther posted his theses.	1517.	en
LOC:state	The provinces of Canada range from the Atlantic to the Pacific; provide the names of the Prairies.	The Prairies.	en
NUM:ord	The ranking of the largest countries in the world by area is common; provide the third.	The USA.	en
NUM:ord	The ranking of the largest countries is a common statistic; provide the third.	The USA.	en
ENTY:religion	The relationship between the three Abrahamic faiths is a cornerstone of global history; provide the name of the oldest.	Judaism.	en
